zcr,spectral_c,rolloff,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,label
4429,1184.8486997064508,2165.6604942908652,-501.3992614746094,142.08958435058594,-24.880325317382812,34.14110565185547,17.978477478027344,5.720815181732178,-5.698264122009277,-0.7004187703132629,-7.092957496643066,2.697258710861206,-1.002932071685791,1.2087135314941406,-1.1172698736190796,8.581000328063965,8.501751899719238,8.10308837890625,0.7660895586013794,0.5644031167030334,2.8705222606658936,15.919999122619629,cel
4612,1296.523498138249,2327.5736177884614,-446.7978820800781,126.65074920654297,-26.129934310913086,26.27467155456543,13.10584831237793,3.1261911392211914,0.14311981201171875,8.864169120788574,3.0870237350463867,2.4403295516967773,-8.264241218566895,-4.982025146484375,-14.137112617492676,-3.0373637676239014,-3.9606094360351562,14.509035110473633,19.69547462463379,14.918323516845703,4.177778244018555,8.915887832641602,cel
5462,1441.6649756808201,2482.695500300481,-400.8371887207031,115.45176696777344,-31.504056930541992,20.905092239379883,10.660571098327637,1.7632924318313599,-8.335675239562988,-2.07667875289917,-5.405670642852783,5.017484664916992,-1.4808927774429321,6.807167053222656,2.9051101207733154,7.014176845550537,-7.153478622436523,-7.092460632324219,-1.4804641008377075,12.298853874206543,12.296497344970703,26.161470413208008,cel
5461,1615.4077342716278,3080.5731670673076,-311.0859680175781,125.90977478027344,-20.3417911529541,31.492460250854492,6.542878150939941,4.134749412536621,-8.606093406677246,0.06283534318208694,-5.112191200256348,-2.460747241973877,-5.867074966430664,0.7718286514282227,2.925910711288452,2.8061769008636475,-4.119526386260986,3.508491039276123,-3.5086309909820557,-3.650984764099121,-2.520590305328369,5.156085968017578,cel
6007,1758.0061227704282,3300.377478966346,-305.2326965332031,116.12987518310547,-23.545820236206055,19.311094284057617,3.085200309753418,2.510530948638916,-7.585392475128174,1.3881033658981323,-1.338071584701538,-0.5482231378555298,-9.611471176147461,-2.1039609909057617,3.8075618743896484,5.142583847045898,1.1588703393936157,8.05395221710205,1.3631435632705688,-1.20090913772583,2.161374092102051,11.406509399414062,cel
7122,1931.5207756069813,3569.6253380408652,-290.5699462890625,103.21052551269531,-28.604209899902344,17.878883361816406,3.4314992427825928,0.9647020101547241,-8.432395935058594,1.793697714805603,-1.35566246509552,1.7554242610931396,-5.049274921417236,-0.3832915127277374,1.8033638000488281,7.404765605926514,-4.222397327423096,4.048606872558594,-1.4848060607910156,1.0463142395019531,2.351118803024292,4.692295074462891,cel
4851,1467.8465073747013,3177.3897611177886,-301.9831237792969,134.23573303222656,-31.480449676513672,70.22073364257812,1.3762855529785156,13.781097412109375,-7.34166145324707,-3.164588451385498,-7.559637069702148,1.150837779045105,-1.5895997285842896,-3.5643293857574463,-1.957784652709961,-0.9978585839271545,6.375285625457764,9.625743865966797,9.184130668640137,10.134944915771484,5.484275817871094,-16.94412612915039,cel
3725,1263.823055243496,2578.3526141826924,-307.77130126953125,146.15634155273438,-28.898670196533203,52.37629318237305,-3.5865068435668945,8.997547149658203,-16.42754364013672,-8.795327186584473,-15.27853775024414,-1.3425722122192383,-3.9164602756500244,-8.36678409576416,-10.027244567871094,-8.965391159057617,-5.9983134269714355,-0.5341360569000244,3.2640156745910645,5.175077438354492,8.051054954528809,5.569228172302246,cel
4322,1439.249928806505,2900.6881009615386,-287.9681701660156,132.87191772460938,-47.682247161865234,56.07676315307617,-2.8967816829681396,5.511706352233887,-13.809660911560059,-11.44437313079834,-12.979753494262695,-0.1120297908782959,-2.6805381774902344,-9.5589017868042,-2.634890556335449,-8.410164833068848,-5.876506805419922,2.906658411026001,5.443882942199707,5.369579315185547,11.219213485717773,5.356637954711914,cel
4793,1637.4565150725987,3136.8907752403848,-270.195068359375,111.90380096435547,-20.91764259338379,25.671751022338867,6.515471935272217,0.6830641627311707,-10.928852081298828,-3.0047531127929688,-4.745995044708252,-0.4184839129447937,-5.693623065948486,-0.5793914794921875,2.2702245712280273,1.206701397895813,-8.8848876953125,1.3539882898330688,-6.642577171325684,-3.227857828140259,-0.34609413146972656,11.294961929321289,cel
3194,1216.5685456490678,2373.2074444110576,-296.0371398925781,149.59988403320312,-10.050241470336914,29.2750301361084,10.328417778015137,6.370284557342529,-4.597589492797852,5.74397611618042,2.704500913619995,1.5342674255371094,-3.0722477436065674,0.5044124722480774,-1.881896734237671,1.3429734706878662,-1.9490755796432495,3.4489901065826416,-6.068944454193115,-5.255287170410156,-8.227290153503418,-2.4381887912750244,cel
4919,1644.8674472711546,3253.584172175481,-286.1123046875,111.37039947509766,-16.798707962036133,34.64358901977539,12.45084285736084,5.375916481018066,-4.948331356048584,3.5901880264282227,3.704037666320801,3.6372036933898926,-5.483062744140625,-2.855835199356079,1.1899888515472412,6.467315673828125,-4.558073043823242,4.310728549957275,-5.2967915534973145,-2.2575571537017822,-1.9198310375213623,8.406455993652344,cel
8587,1694.5040346990347,3100.6156099759614,-233.75927734375,138.96986389160156,-53.81965255737305,67.39507293701172,-7.087450981140137,-6.690072059631348,-18.29597282409668,-6.993359565734863,-5.515205383300781,-5.799130916595459,-4.937712669372559,-3.408909559249878,-4.926648139953613,-11.24249267578125,-4.4622368812561035,0.26144692301750183,6.415884017944336,2.4113242626190186,-2.7606136798858643,-7.000190734863281,cel
8564,1649.2998353257842,2969.5943509615386,-256.7759094238281,133.69775390625,-47.35051345825195,76.7427978515625,-2.993624448776245,0.5159764885902405,-23.56881332397461,-8.917125701904297,-9.761238098144531,-4.789398193359375,-3.2177212238311768,0.4338102340698242,-4.270962715148926,-6.775088310241699,-9.010668754577637,0.6211650371551514,13.235047340393066,15.008721351623535,2.1580593585968018,-11.65939712524414,cel
6521,1513.071097420791,2840.643592247596,-265.4895935058594,131.9634246826172,-44.57707214355469,76.94921875,5.8816633224487305,2.1856932640075684,-17.39647102355957,-1.8229691982269287,-1.1510465145111084,-3.382505416870117,-3.844749927520752,1.7220757007598877,-2.043778896331787,-4.206021785736084,-1.9907252788543701,-8.931625366210938,-12.988835334777832,-11.020295143127441,-3.9227488040924072,1.4584970474243164,cel
3249,1615.4043689041362,3097.219989483173,-446.34442138671875,108.33138275146484,-29.42687225341797,14.767773628234863,-2.172417402267456,3.5408124923706055,-3.0582613945007324,-0.9866443276405334,-4.648617744445801,-3.0324532985687256,-9.610807418823242,-9.394149780273438,-13.03429889678955,-7.715348720550537,-9.336560249328613,-6.868502140045166,-7.140507698059082,-5.564818382263184,-10.431086540222168,-5.510309219360352,cel
5015,1690.9888408567595,3162.813439002404,-366.14617919921875,104.81430053710938,-32.85504150390625,17.02507209777832,-0.4266115128993988,2.7020931243896484,-7.390079975128174,-4.873702526092529,-10.041276931762695,-6.364242076873779,-16.487682342529297,-9.878790855407715,-10.820115089416504,-1.4491565227508545,-8.900290489196777,5.121660232543945,4.650050640106201,10.424463272094727,3.0050671100616455,1.7886521816253662,cel
3437,1495.0135022381173,2855.716834435096,-367.330810546875,116.25908660888672,-30.364431381225586,20.466066360473633,-0.3025643825531006,1.1955175399780273,-10.531718254089355,-11.000974655151367,-11.6773042678833,-5.313800811767578,-20.45849609375,-12.542579650878906,-13.000893592834473,-6.011948585510254,-13.426774024963379,-6.629054069519043,-9.398048400878906,-3.864694356918335,-2.315077066421509,7.172323703765869,cel
4050,1455.8114501230957,2673.015887920673,-274.15301513671875,130.38194274902344,-24.647693634033203,16.49942970275879,3.2983720302581787,-6.291121006011963,-5.142341613769531,-3.150750160217285,-3.441074848175049,1.2728103399276733,-13.310600280761719,-10.10580825805664,-18.15545654296875,-3.2186734676361084,-4.912096977233887,11.076563835144043,6.091018199920654,11.667908668518066,4.480950355529785,3.6275439262390137,cel
3919,1352.9192809271663,2460.251277043269,-233.0892791748047,140.11154174804688,-23.343759536743164,17.718250274658203,2.3697166442871094,-8.72935676574707,-8.455381393432617,-3.0135903358459473,-5.818708896636963,-7.5449724197387695,-18.876020431518555,-9.584662437438965,-16.538780212402344,-6.262715816497803,-5.973441123962402,8.542744636535645,0.07197793573141098,3.8592889308929443,-4.125638961791992,-7.2652082443237305,cel
3793,1529.4783187056444,2887.188439002404,-224.3762969970703,120.19264221191406,-29.450563430786133,20.670143127441406,-2.349804639816284,-9.168960571289062,-11.97922134399414,-8.298072814941406,-12.384678840637207,-10.069236755371094,-19.412818908691406,-8.558622360229492,-9.287220001220703,2.1674351692199707,-0.34875816106796265,4.318274021148682,-1.3844506740570068,2.1929705142974854,-2.1741039752960205,0.6712755560874939,cel
